task,model,harness,trial,reward,passed,primary_label,attribution,mode,mechanism,evidence
09-s3-datastore-measurement,Grok 4.6,Grok Build,4,1.0,1,LEGITIMATE,,,,verification/09-s3-datastore-measurement/grok-4.6-grok-build-real-swe/trial-04
09-s3-datastore-measurement,Grok 4.6,Grok Build,5,0.0,0,MISSED_REQUIREMENT,model,Create call answers without the newly generated S3 details,create-return-drops-provisioned-fields,verification/09-s3-datastore-measurement/grok-4.6-grok-build-real-swe/trial-05/recovered-original-verifier
09-s3-datastore-measurement,Grok 4.6,Grok Build,6,0.0,0,MISSED_REQUIREMENT,model,Create call answers without the newly generated S3 details,create-return-drops-provisioned-fields,verification/09-s3-datastore-measurement/grok-4.6-grok-build-real-swe/trial-06/recovered-original-verifier
09-s3-datastore-measurement,Grok 4.6,Grok Build,7,0.0,0,MISSED_REQUIREMENT,model,Connector turns away records it should have handled,dlq-write-then-rethrow,verification/09-s3-datastore-measurement/grok-4.6-grok-build-real-swe/trial-07/recovered-original-verifier
09-s3-datastore-measurement,Grok 4.6,Grok Build,8,0.0,0,INTEGRATION_ERROR,model,Reshapes what the directly-called functions take and return,dlq-writer-private-payload-key,verification/09-s3-datastore-measurement/grok-4.6-grok-build-real-swe/trial-08/recovered-original-verifier
09-s3-datastore-measurement,Kimi K3,Kimi Code,1,0.0,0,MISSED_REQUIREMENT,model,Create call answers without the newly generated S3 details,"create returns {message, measurementId}, and ingestion and dlq default to the bare env-var bucket names with no business scoping",verification/09-s3-datastore-measurement/kimi-k3-kimi-code/trial-01
09-s3-datastore-measurement,Kimi K3,Kimi Code,2,0.0,0,MISSED_REQUIREMENT,model,Reshapes what the directly-called functions take and return,"ingestion and dlq never modelled as fields, and setupAccess guarded on a second measurementId parameter, so the graded one-argument call does nothing and returns undefined",verification/09-s3-datastore-measurement/kimi-k3-kimi-code/trial-02
09-s3-datastore-measurement,Kimi K3,Kimi Code,3,0.0,0,MISSED_REQUIREMENT,model,Create call answers without the newly generated S3 details,"create response unchanged, locations carry a trailing slash it then asserted in its own throwaway probe, and the one-object DLQ writer drops the failed payload",verification/09-s3-datastore-measurement/kimi-k3-kimi-code/trial-03
09-s3-datastore-measurement,Kimi K3,Kimi Code,4,1.0,1,LEGITIMATE,,,,verification/09-s3-datastore-measurement/kimi-k3-kimi-code/trial-04
09-s3-datastore-measurement,Kimi K3,Kimi Code,5,0.0,0,MISSED_REQUIREMENT,model,Reshapes what the directly-called functions take and return,"setupAccess and updateAccess assign onto the argument and return nothing, so both graded calls see undefined; create's response is only reordered, not extended",verification/09-s3-datastore-measurement/kimi-k3-kimi-code/trial-05
09-s3-datastore-measurement,Kimi K3,Kimi Code,6,0.0,0,MISSED_REQUIREMENT,model,Reshapes what the directly-called functions take and return,"same mutate-and-return-nothing provisioning, plus an options-bag DLQ writer keyed on input that swallows the positionally passed failed record",verification/09-s3-datastore-measurement/kimi-k3-kimi-code/trial-06
09-s3-datastore-measurement,Kimi K3,Kimi Code,7,0.0,0,MISSED_REQUIREMENT,model,Create call answers without the newly generated S3 details,"9 of 10 pass; setupAccess correctly returns the enriched object but create's response still omits iamRoleArn, ingestion and dlq",verification/09-s3-datastore-measurement/kimi-k3-kimi-code/trial-07
09-s3-datastore-measurement,Kimi K3,Kimi Code,8,0.0,0,MISSED_REQUIREMENT,model,Reshapes what the directly-called functions take and return,"documented setupAccess as writing back onto its argument, so the graded call sees undefined; create was left untouched and the DLQ body is keyed processingMetadata",verification/09-s3-datastore-measurement/kimi-k3-kimi-code/trial-08
09-s3-datastore-measurement,GPT-5.6 Sol,Codex CLI,1,0.0,0,MISSED_REQUIREMENT,model,Create call answers without the newly generated S3 details,"create attaches the provisioned configuration to the entity for persistence but leaves the return statement as {message, measurementId}",verification/09-s3-datastore-measurement/gpt-5.6-sol-codex-real-swe/trial-01
09-s3-datastore-measurement,GPT-5.6 Sol,Codex CLI,2,0.0,0,INTEGRATION_ERROR,model,Reshapes what the directly-called functions take and return,"setupAccess given a second positional measurementId yields role name datastore-business-1-undefined, and publishFailureToDLQ uses this, so the detached graded call throws",verification/09-s3-datastore-measurement/gpt-5.6-sol-codex-real-swe/trial-02
09-s3-datastore-measurement,GPT-5.6 Sol,Codex CLI,3,0.0,0,REGRESSION,model,Connector turns away records it should have handled,a timeStamp and serviceId/applicationId requirement bolted onto a previously correct dbUsage answers the valid record with 'Measurement sent to DLQ',verification/09-s3-datastore-measurement/gpt-5.6-sol-codex-real-swe/trial-03
09-s3-datastore-measurement,GPT-5.6 Sol,Codex CLI,4,0.0,0,REGRESSION,model,Connector turns away records it should have handled,assertStandardUsageRecord throws on the missing timeStamp that the repo's own StandardMeasurementEntity constructor would have defaulted,verification/09-s3-datastore-measurement/gpt-5.6-sol-codex-real-swe/trial-04
09-s3-datastore-measurement,GPT-5.6 Sol,Codex CLI,5,0.0,0,REGRESSION,model,Connector turns away records it should have handled,"isStandardUsageRecord rejects the valid record, and DLQ writes routed through the repo's lib-storage upload helper throw against the graded S3 stand-in",verification/09-s3-datastore-measurement/gpt-5.6-sol-codex-real-swe/trial-05
09-s3-datastore-measurement,GPT-5.6 Sol,Codex CLI,6,0.0,0,REGRESSION,model,Connector turns away records it should have handled,"assertStandardUsageRecord DLQs the valid record, and create's response is never extended with the provisioned configuration",verification/09-s3-datastore-measurement/gpt-5.6-sol-codex-real-swe/trial-06
09-s3-datastore-measurement,GPT-5.6 Sol,Codex CLI,7,0.0,0,REGRESSION,model,Connector turns away records it should have handled,"8 of 10 pass; a record check added after its own suite was green, with its own fixture widened in the same patch so the self-check could not see it",verification/09-s3-datastore-measurement/gpt-5.6-sol-codex-real-swe/trial-07
09-s3-datastore-measurement,GPT-5.6 Sol,Codex CLI,8,0.0,0,REGRESSION,model,Connector turns away records it should have handled,ran the public API DTO validation on the connector path and required serviceId or applicationId; DLQ writes via the lib-storage upload helper then threw,verification/09-s3-datastore-measurement/gpt-5.6-sol-codex-real-swe/trial-08
10-customer-identity-migration,Fable 5.1,Claude Code,1,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,Delete guard calls InfluxService.getLatestCustomersByOfferingId (trajectory.json L1835) although the same session had already written and used CustomerService.findAllCustomersWithOfferingId (L2011).,verification/10-customer-identity-migration/fable-5.1-claude-code-real-swe/trial-01
10-customer-identity-migration,Fable 5.1,Claude Code,2,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,Added OfferingService.findCustomerIdsByOfferingId backed by InfluxService.getAllCustomersByOfferingId and called it from delete (L2140); the customer service was never consulted.,verification/10-customer-identity-migration/fable-5.1-claude-code-real-swe/trial-02
10-customer-identity-migration,Fable 5.1,Claude Code,3,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,Added OfferingService.findCustomerIdsUsingOffering over InfluxService.getLatestCustomersByOfferingId (L2445); no customer-side lookup exists anywhere in the trial.,verification/10-customer-identity-migration/fable-5.1-claude-code-real-swe/trial-03
10-customer-identity-migration,Fable 5.1,Claude Code,4,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,"Wrote CustomerService.findAllCustomersWithOfferingId (L3604) and used it elsewhere (L4187), then duplicated the Influx call inline in delete (L3803) and dropped the sibling dependency.",verification/10-customer-identity-migration/fable-5.1-claude-code-real-swe/trial-04
10-customer-identity-migration,Fable 5.1,Claude Code,5,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/fable-5.1-claude-code-real-swe/trial-05
10-customer-identity-migration,Fable 5.1,Claude Code,6,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/fable-5.1-claude-code-real-swe/trial-06
10-customer-identity-migration,Fable 5.1,Claude Code,7,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,Delete calls InfluxService.getLatestCustomersWithOfferingId (L2237) and hedges by keeping an @Optional() legacy services check; the customer method it wrote for exactly this purpose is unused.,verification/10-customer-identity-migration/fable-5.1-claude-code-real-swe/trial-07
10-customer-identity-migration,Fable 5.1,Claude Code,8,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/fable-5.1-claude-code-real-swe/trial-08
10-customer-identity-migration,GLM 5.3,Claude Code,1,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/glm-5.3-claude-code/trial-01
10-customer-identity-migration,GLM 5.3,Claude Code,2,0.0,0,MISSED_REQUIREMENT,model,Kept the old service check ahead of the new one,"Appended a correct customerService.findAllCustomersWithOfferingId guard (L10191) after the retained servicesService.findAllServicesWithofferingId try block, whose catch rethrows the TypeError first.",verification/10-customer-identity-migration/glm-5.3-claude-code/trial-02
10-customer-identity-migration,GLM 5.3,Claude Code,3,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,Decided at L3313 to avoid injecting CustomerService and called InfluxService.getAllCustomersWithOfferingId from delete (L7114); then mocked that method in its own spec (L13281) so self-checks passed.,verification/10-customer-identity-migration/glm-5.3-claude-code/trial-03
10-customer-identity-migration,GLM 5.3,Claude Code,4,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/glm-5.3-claude-code/trial-04
10-customer-identity-migration,GLM 5.3,Claude Code,5,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/glm-5.3-claude-code/trial-05
10-customer-identity-migration,GLM 5.3,Claude Code,6,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/glm-5.3-claude-code/trial-06
10-customer-identity-migration,GLM 5.3,Claude Code,7,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,"Chose at L13296 to check services AND customers, ordered the new Influx call first (L16801), shipping InfluxService.getAllCustomersWithOfferingId (L16845) ahead of the retained legacy check.",verification/10-customer-identity-migration/glm-5.3-claude-code/trial-07
10-customer-identity-migration,GLM 5.3,Claude Code,8,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,"Named the symmetric CustomerService design at L2861, predicted the exact TypeError it would cause, then committed to the Influx route at L3142 and shipped it at L8958, removing the service dependency.",verification/10-customer-identity-migration/glm-5.3-claude-code/trial-08
10-customer-identity-migration,Grok 4.6,Grok Build,1,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/grok-4.6-grok-build-real-swe/trial-01
10-customer-identity-migration,Grok 4.6,Grok Build,2,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/grok-4.6-grok-build-real-swe/trial-02
10-customer-identity-migration,Grok 4.6,Grok Build,3,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/grok-4.6-grok-build-real-swe/trial-03
10-customer-identity-migration,Grok 4.6,Grok Build,4,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/grok-4.6-grok-build-real-swe/trial-04
10-customer-identity-migration,Grok 4.6,Grok Build,5,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/grok-4.6-grok-build-real-swe/trial-05
10-customer-identity-migration,Grok 4.6,Grok Build,6,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/grok-4.6-grok-build-real-swe/trial-06
10-customer-identity-migration,Grok 4.6,Grok Build,7,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/grok-4.6-grok-build-real-swe/trial-07
10-customer-identity-migration,Grok 4.6,Grok Build,8,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/grok-4.6-grok-build-real-swe/trial-08
10-customer-identity-migration,Kimi K3,Kimi Code,1,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,"Injected CustomerService into OfferingService (L2444) and then never used it: the guard calls InfluxService.getAllCustomersByOfferingId (L2469), chosen back at L1642.",verification/10-customer-identity-migration/kimi-k3-kimi-code/trial-01
10-customer-identity-migration,Kimi K3,Kimi Code,2,0.0,0,INTEGRATION_ERROR,model,Listed every customer and filtered them in memory,"Guard uses customerService.findAll({ businessID }) plus an in-memory filter (L1779), repeated in dimensionsAggregation.service.ts (L3233); findAllCustomersWithOfferingId never appears in the trial.",verification/10-customer-identity-migration/kimi-k3-kimi-code/trial-02
10-customer-identity-migration,Kimi K3,Kimi Code,3,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/kimi-k3-kimi-code/trial-03
10-customer-identity-migration,Kimi K3,Kimi Code,4,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,Swapped ServicesService for CustomerService in the constructor (L2407) then reached past it with InfluxService.getAllCustomersWithOfferingId in the same delete rewrite (L2432).,verification/10-customer-identity-migration/kimi-k3-kimi-code/trial-04
10-customer-identity-migration,Kimi K3,Kimi Code,5,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/kimi-k3-kimi-code/trial-05
10-customer-identity-migration,Kimi K3,Kimi Code,6,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/kimi-k3-kimi-code/trial-06
10-customer-identity-migration,Kimi K3,Kimi Code,7,0.0,0,MISSED_REQUIREMENT,model,Kept the old service check ahead of the new one,Wrote and called the correct customerService.findAllCustomersWithOfferingId (L2283) but kept ServicesService injected (L2258) with its legacy offering lookup running first and rethrowing.,verification/10-customer-identity-migration/kimi-k3-kimi-code/trial-07
10-customer-identity-migration,Kimi K3,Kimi Code,8,1.0,1,LEGITIMATE,,,,verification/10-customer-identity-migration/kimi-k3-kimi-code/trial-08
10-customer-identity-migration,GPT-5.6 Sol,Codex CLI,1,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,Guard reads InfluxService.getLatestCustomers({ businessID }) and filters in memory (L752); the legacy servicesService guard was also left intact (final diff L1857).,verification/10-customer-identity-migration/gpt-5.6-sol-codex-real-swe/trial-01
10-customer-identity-migration,GPT-5.6 Sol,Codex CLI,2,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,"Same InfluxService.getLatestCustomers guard (L728), then added getLatestCustomers to its own offering.service.spec.ts Influx stub (L1772) so the local deletion test went green.",verification/10-customer-identity-migration/gpt-5.6-sol-codex-real-swe/trial-02
10-customer-identity-migration,GPT-5.6 Sol,Codex CLI,3,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,Guard built on InfluxService.getLatestCustomers (L838); when the compiler typed the rows as unknown[] (L1233) it tightened the query's return type rather than moving the check to the customer service.,verification/10-customer-identity-migration/gpt-5.6-sol-codex-real-swe/trial-03
10-customer-identity-migration,GPT-5.6 Sol,Codex CLI,4,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,"Planned a 'direct customer-reference check' (L796), implemented it as InfluxService.getAllCustomersByOfferingId (L1114) with a new Flux query (L2643), and tested it against its own stub.",verification/10-customer-identity-migration/gpt-5.6-sol-codex-real-swe/trial-04
10-customer-identity-migration,GPT-5.6 Sol,Codex CLI,5,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,"Deleted the ServicesService injection and the offering module's service import, replacing the guard with InfluxService.getLatestCustomers plus a filter (L700); taught its own spec's Influx mock the method (L2007).",verification/10-customer-identity-migration/gpt-5.6-sol-codex-real-swe/trial-05
10-customer-identity-migration,GPT-5.6 Sol,Codex CLI,6,0.0,0,INTEGRATION_ERROR,model,Listed every customer and filtered them in memory,"Correctly injected CustomerService and updated offering.module.ts, but implemented the guard as customerService.findAll({ businessID }) plus an in-memory filter (L506); findAll is absent from the graded double.",verification/10-customer-identity-migration/gpt-5.6-sol-codex-real-swe/trial-06
10-customer-identity-migration,GPT-5.6 Sol,Codex CLI,7,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,"Prepended an InfluxService.getLatestCustomers scan (L748) ahead of the untouched legacy guard, reasoning about coverage breadth (L1224) rather than which collaborator the check is asked through.",verification/10-customer-identity-migration/gpt-5.6-sol-codex-real-swe/trial-07
10-customer-identity-migration,GPT-5.6 Sol,Codex CLI,8,0.0,0,INTEGRATION_ERROR,model,Asked the database directly instead of the customer service,"Invented a new Flux query getAllCustomersByOfferingId (L604) and called it at the top of delete (L696), ahead of the retained legacy guard; no customer-service lookup was ever added.",verification/10-customer-identity-migration/gpt-5.6-sol-codex-real-swe/trial-08
11-customer-billing-schedule-migration,Fable 5.1,Claude Code,1,1.0,1,LEGITIMATE,,,,verification/11-customer-billing-schedule-migration/fable-5.1-claude-code-real-swe/trial-01
11-customer-billing-schedule-migration,Fable 5.1,Claude Code,2,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Step 10 (trajectory.json L1424) replaced the base payload it had just matched with `scheduleParameters: { customerId }` in a shared helper, and marked the DTO's businessID @deprecated; update-path check rejects the one-key object.",verification/11-customer-billing-schedule-migration/fable-5.1-claude-code-real-swe/trial-02
11-customer-billing-schedule-migration,Fable 5.1,Claude Code,3,1.0,1,LEGITIMATE,,,,verification/11-customer-billing-schedule-migration/fable-5.1-claude-code-real-swe/trial-03
11-customer-billing-schedule-migration,Fable 5.1,Claude Code,4,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,Step 10 (L1053) wrote a helper whose doc-comment claims businessID is preserved while the body emits `scheduleParameters: { customerId }`; both create and the offering-change path call it.,verification/11-customer-billing-schedule-migration/fable-5.1-claude-code-real-swe/trial-04
11-customer-billing-schedule-migration,Fable 5.1,Claude Code,5,1.0,1,LEGITIMATE,,,,verification/11-customer-billing-schedule-migration/fable-5.1-claude-code-real-swe/trial-05
11-customer-billing-schedule-migration,Fable 5.1,Claude Code,6,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,Step 19 (L1407) split businessID onto the scheduler record and left only customerId in the payload; its own 88-test suite asserted the chosen shape and stayed green.,verification/11-customer-billing-schedule-migration/fable-5.1-claude-code-real-swe/trial-06
11-customer-billing-schedule-migration,Fable 5.1,Claude Code,7,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Step 12 (L841) deprecated businessID on CreateBillingReportDto, then step 14 (L1001) emitted `scheduleParameters: { customerId }` from the shared helper.",verification/11-customer-billing-schedule-migration/fable-5.1-claude-code-real-swe/trial-07
11-customer-billing-schedule-migration,Fable 5.1,Claude Code,8,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Step 13 (L922) narrowed the payload to `{ customerId }` after reading the base call at L134, then wrote its own spec at L1002 asserting that narrowed shape.",verification/11-customer-billing-schedule-migration/fable-5.1-claude-code-real-swe/trial-08
11-customer-billing-schedule-migration,GLM 5.3,Claude Code,1,1.0,1,LEGITIMATE,,,,verification/11-customer-billing-schedule-migration/glm-5.3-claude-code/trial-01
11-customer-billing-schedule-migration,GLM 5.3,Claude Code,2,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Ran a Jest probe (L3145) proving nested objects are deep-matched, chose `{ customerId }` anyway (L2550, helper at L3451), then answered the compiler's required-businessID error by making the DTO field optional (L5131).",verification/11-customer-billing-schedule-migration/glm-5.3-claude-code/trial-02
11-customer-billing-schedule-migration,GLM 5.3,Claude Code,3,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Inferred from the prompt's phrasing that the field had moved (L4311), wrote `{ customerId }` at L4512, then deleted businessID from CreateBillingReportDto at L6211 when the build objected.",verification/11-customer-billing-schedule-migration/glm-5.3-claude-code/trial-03
11-customer-billing-schedule-migration,GLM 5.3,Claude Code,4,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Predicted a strict hidden assertion and bet the wrong way (L2679), then pre-emptively made the DTO's businessID optional at L4632 so the build never raised the objection its siblings hit.",verification/11-customer-billing-schedule-migration/glm-5.3-claude-code/trial-04
11-customer-billing-schedule-migration,GLM 5.3,Claude Code,5,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Read the base payload at L1957, resolved the question from prose alone at L2281, wrote `{ customerId }` at L3163, and stripped businessID from the DTO at L4548.",verification/11-customer-billing-schedule-migration/glm-5.3-claude-code/trial-05
11-customer-billing-schedule-migration,GLM 5.3,Claude Code,6,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Decided at L1072 that the payload should hold only customerId, saw the sibling aggregation consumer read businessID out of scheduleParameters (L3246) and overrode it, committing the edit at L4762.",verification/11-customer-billing-schedule-migration/glm-5.3-claude-code/trial-06
11-customer-billing-schedule-migration,GLM 5.3,Claude Code,7,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Named the exact strict-equality risk and the safe option at L2198, chose deletion, wrote it at L3345, then re-opened and reaffirmed the wrong branch at L8496.",verification/11-customer-billing-schedule-migration/glm-5.3-claude-code/trial-07
11-customer-billing-schedule-migration,GLM 5.3,Claude Code,8,1.0,1,LEGITIMATE,,,,verification/11-customer-billing-schedule-migration/glm-5.3-claude-code/trial-08
11-customer-billing-schedule-migration,Grok 4.6,Grok Build,1,0.0,0,MISSED_REQUIREMENT,model,Left the business id out of the new billing schedule,sched-params-drop-businessid,verification/11-customer-billing-schedule-migration/grok-4.6-grok-build-real-swe/trial-01/recovered-original-verifier
11-customer-billing-schedule-migration,Grok 4.6,Grok Build,2,0.0,0,MISSED_REQUIREMENT,model,Left the business id out of the new billing schedule,sched-params-drop-businessid,verification/11-customer-billing-schedule-migration/grok-4.6-grok-build-real-swe/trial-02/recovered-original-verifier
11-customer-billing-schedule-migration,Grok 4.6,Grok Build,3,0.0,0,MISSED_REQUIREMENT,model,Left the business id out of the new billing schedule,sched-params-drop-businessid,verification/11-customer-billing-schedule-migration/grok-4.6-grok-build-real-swe/trial-03/recovered-original-verifier
11-customer-billing-schedule-migration,Grok 4.6,Grok Build,4,0.0,0,MISSED_REQUIREMENT,model,Left the business id out of the new billing schedule,sched-params-drop-businessid,verification/11-customer-billing-schedule-migration/grok-4.6-grok-build-real-swe/trial-04/recovered-original-verifier
11-customer-billing-schedule-migration,Grok 4.6,Grok Build,5,0.0,0,MISSED_REQUIREMENT,model,Left the business id out of the new billing schedule,sched-params-drop-businessid,verification/11-customer-billing-schedule-migration/grok-4.6-grok-build-real-swe/trial-05/recovered-original-verifier
11-customer-billing-schedule-migration,Grok 4.6,Grok Build,6,0.0,0,MISSED_REQUIREMENT,model,Left the business id out of the new billing schedule,sched-params-drop-businessid,verification/11-customer-billing-schedule-migration/grok-4.6-grok-build-real-swe/trial-06/recovered-original-verifier
11-customer-billing-schedule-migration,Grok 4.6,Grok Build,7,0.0,0,MISSED_REQUIREMENT,model,One-off schedule sends never reach the billing queue,emitone-routing-never-implemented,verification/11-customer-billing-schedule-migration/grok-4.6-grok-build-real-swe/trial-07/recovered-original-verifier
11-customer-billing-schedule-migration,Grok 4.6,Grok Build,8,0.0,0,INTEGRATION_ERROR,model,Invoice built with an id the job never carried,billing-dep-appended-not-substituted,verification/11-customer-billing-schedule-migration/grok-4.6-grok-build-real-swe/trial-08/recovered-original-verifier
11-customer-billing-schedule-migration,Kimi K3,Kimi Code,1,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Everything else correct including the emitOne branch, but steps 18-19 rewrote both create calls to `scheduleParameters: { customerId }` (L680) even though the base text sat in its own Edit old_string.",verification/11-customer-billing-schedule-migration/kimi-k3-kimi-code/trial-01
11-customer-billing-schedule-migration,Kimi K3,Kimi Code,2,0.0,0,MISSED_REQUIREMENT,model,One-off schedule sends never reach the billing queue,"Two misses: emitOne never edited because the repeat-job path already routed billing (L718), and a shared helper at L455 dropped businessID from the payload; git diff --stat showed scheduler.service.ts absent and it submitted anyway.",verification/11-customer-billing-schedule-migration/kimi-k3-kimi-code/trial-02
11-customer-billing-schedule-migration,Kimi K3,Kimi Code,3,0.0,0,MISSED_REQUIREMENT,model,One-off schedule sends never reach the billing queue,"Signed off routing as already correct at L704 citing lines 144-206 (the repeat-job path, not emitOne at 227), and its helper at L356 emitted `scheduleParameters: { customerId }`.",verification/11-customer-billing-schedule-migration/kimi-k3-kimi-code/trial-03
11-customer-billing-schedule-migration,Kimi K3,Kimi Code,4,0.0,0,MISSED_REQUIREMENT,model,Invoice built with an id the job never carried,"Kept the correct payload shape (L438) but the new worker at L635 takes businessID out of scheduleParameters, so the invoice call gets undefined; routing declared 'verified unchanged' at L996 with emitOne untouched.",verification/11-customer-billing-schedule-migration/kimi-k3-kimi-code/trial-04
11-customer-billing-schedule-migration,Kimi K3,Kimi Code,5,1.0,1,LEGITIMATE,,,,verification/11-customer-billing-schedule-migration/kimi-k3-kimi-code/trial-05
11-customer-billing-schedule-migration,Kimi K3,Kimi Code,6,0.0,0,MISSED_REQUIREMENT,model,One-off schedule sends never reach the billing queue,"Sole defect: at L715 closed the routing requirement on the strength of pushRepeatJobToQueue and never edited emitOne, whose body it had already read at L82; billing queue mock records zero calls.",verification/11-customer-billing-schedule-migration/kimi-k3-kimi-code/trial-06
11-customer-billing-schedule-migration,Kimi K3,Kimi Code,7,0.0,0,MISSED_REQUIREMENT,model,One-off schedule sends never reach the billing queue,"Read emitOne at L112, made every other change, declared the edit phase finished at L652 without ever opening scheduler.service.ts for editing, then claimed at L725 routing was 'verified already correct in scheduler.service.ts:144-174'.",verification/11-customer-billing-schedule-migration/kimi-k3-kimi-code/trial-07
11-customer-billing-schedule-migration,Kimi K3,Kimi Code,8,0.0,0,MISSED_REQUIREMENT,model,Invoice built with an id the job never carried,"Kept the pre-task `const { customerId, businessID } = scheduleParameters` in the rewritten worker (L722) so the invoice call got businessID undefined, and again declared routing already satisfied at L915 without touching emitOne.",verification/11-customer-billing-schedule-migration/kimi-k3-kimi-code/trial-08
11-customer-billing-schedule-migration,GPT-5.6 Sol,Codex CLI,1,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,Step 14 declared its own job contract (L854) and the patch at L860 deleted the existing `businessID: createCustomerDto.businessID` line while extracting the shared createBillingSchedule helper.,verification/11-customer-billing-schedule-migration/gpt-5.6-sol-codex-real-swe/trial-01
11-customer-billing-schedule-migration,GPT-5.6 Sol,Codex CLI,2,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Claimed at L284 to be narrowing contracts from tests and DTOs, then at L638/L644 adopted a contract the repository's own create call contradicts, emitting `scheduleParameters: { customerId }`.",verification/11-customer-billing-schedule-migration/gpt-5.6-sol-codex-real-swe/trial-02
11-customer-billing-schedule-migration,GPT-5.6 Sol,Codex CLI,3,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Two defects: judged the existing businessID a duplicate and removed it (L292, helper at L586), and in the rewritten worker passed `customerId: customer.customerId` re-read from the lookup, which is undefined for the graded job.",verification/11-customer-billing-schedule-migration/gpt-5.6-sol-codex-real-swe/trial-03
11-customer-billing-schedule-migration,GPT-5.6 Sol,Codex CLI,4,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Stated at L616 that keeping only customerId was 'as specified', patched it at L622, then read 43 green suites at L1502 as confirmation because the repo has no assertion on schedule parameters.",verification/11-customer-billing-schedule-migration/gpt-5.6-sol-codex-real-swe/trial-04
11-customer-billing-schedule-migration,GPT-5.6 Sol,Codex CLI,5,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Framed the existing businessID in the payload as a defect (L324), removed it and deleted the DTO field in the same patch (L834), then wrote a spec at L1083 asserting its own truncated payload.",verification/11-customer-billing-schedule-migration/gpt-5.6-sol-codex-real-swe/trial-05
11-customer-billing-schedule-migration,GPT-5.6 Sol,Codex CLI,6,0.0,0,UNVERIFIED_ASSUMPTION,model,Left the business id out of the new billing schedule,"Saw the existing consumer read businessID out of scheduleParameters (L190), then declared a 'confirmed' contract of customerId only (L760) and patched it plus the DTO deletion at L766.",verification/11-customer-billing-schedule-migration/gpt-5.6-sol-codex-real-swe/trial-06
